"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"37173","Swain County, NC",".",".",".",".","0.06","0.054",".",".",".","15","6.1",".",".","."
"37179","Union County, NC",".",".",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"37183","Wake County, NC","1.3","1.2","30","8","0.06","0.054","2","1","0","22","9.1","46","15","."
"37199","Yancey County, NC",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"38007","Billings County, ND",".",".",".",".","0.06","0.053","5","4","2","12","3.6",".",".","."
"38013","Burke County, ND",".",".",".","2","0.06","0.053","20","7","1","13","4.9","49","11","."
"38015","Burleigh County, ND","0.6","0.5","28","5","0.06","0.051","11","2","0","16","6.7","64","19","."
"38017","Cass County, ND",".",".","34","4","0.06","0.056","3","3","1","14","6.4",".",".","."
"38025","Dunn County, ND",".",".","10","2","0.06","0.054","5","2","1","10","3.6","20","5","."
"38053","McKenzie County, ND",".",".","8","1","0.06","0.051","4","2","1","12","3.4","24","6","."
"38057","Mercer County, ND",".",".","18","2","0.06","0.052","43","7","2","13","5.2",".",".","."
"38065","Oliver County, ND",".",".",".","2","0.06","0.055","11","3","1","13","4.8",".",".","."
"38101","Ward County, ND",".",".","14","2","0.06","0.051","8","3","1","12","4.6",".",".","."
"38105","Williams County, ND",".",".",".",".",".",".","6","2","0",".",".",".",".","."
"39003","Allen County, OH",".",".",".",".","0.08","0.065","3","1","0","13","5.1",".",".","."
"39007","Ashtabula County, OH",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"39013","Belmont County, OH","0.1","0","26","6",".",".","1","0","0",".",".",".",".","."
"39017","Butler County, OH",".",".",".",".","0.08","0.07","41","15","2",".",".",".",".","."
"39023","Clark County, OH",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"39025","Clermont County, OH",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"39027","Clinton County, OH",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"39029","Columbiana County, OH",".",".",".",".",".",".","3","2","1",".",".",".",".","."
"39035","Cuyahoga County, OH","5.4","2.2","36","8","0.09","0.074","19","9","1","23","9.8","66","20","."
"39041","Delaware County, OH",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"39047","Fayette County, OH",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"39049","Franklin County, OH","1.8","1.3","39","8","0.08","0.067",".",".","0","18","7.4",".",".","."
"39053","Gallia County, OH",".",".",".",".",".",".","58","10","1",".",".",".",".","."
"39055","Geauga County, OH",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"39057","Greene County, OH",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"39061","Hamilton County, OH","1.9","1.7","49","17","0.08","0.07","28","5","1","25","10.8","48","20","."
"39067","Harrison County, OH","0.7","0.5",".",".",".",".",".",".",".",".",".",".",".","."
"39081","Jefferson County, OH",".",".",".",".","0.08","0.062","22","5","0",".",".",".",".","."
"39083","Knox County, OH",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"39085","Lake County, OH",".",".",".",".","0.09","0.075","80","14","1","16","6.2","64","16","."
"39087","Lawrence County, OH",".",".",".",".","0.07","0.057","3","1","0",".",".",".",".","."
"39089","Licking County, OH",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"39093","Lorain County, OH",".",".",".",".","0.07","0.059",".",".",".","15","6.6",".",".","."
"39095","Lucas County, OH",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"39097","Madison County, OH",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"39099","Mahoning County, OH",".",".",".",".","0.08","0.064","6","5","2",".",".",".",".","."
"39103","Medina County, OH",".",".",".",".","0.07","0.064",".",".",".","16","6.3",".",".","."
"39109","Miami County, OH",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"39113","Montgomery County, OH",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"39115","Morgan County, OH",".",".",".",".",".",".","13","3","0",".",".",".",".","."
"39121","Noble County, OH",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"39133","Portage County, OH",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"39135","Preble County, OH","0.3","0.3",".",".","0.07","0.062","7","3","0",".",".",".",".","."
"39145","Scioto County, OH",".",".",".",".",".",".","13","4","1",".",".","41","12","."
"39151","Stark County, OH",".",".",".",".","0.08","0.066",".",".",".","20","9.1",".",".","0.13"
"39153","Summit County, OH",".",".",".",".","0.08","0.062","4","3","0","20","9.3",".",".","."
"39155","Trumbull County, OH",".",".",".",".","0.07","0.062",".",".",".","18","5.8",".",".","."
"39165","Warren County, OH",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"39167","Washington County, OH",".",".",".",".","0.08","0.059",".",".",".",".",".",".",".","."
"39173","Wood County, OH",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"40001","Adair County, OK","1.5","0.8",".",".","0.06","0.053","2","2","0",".",".",".",".","."
"40017","Canadian County, OK",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"40019","Carter County, OK",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"40027","Cleveland County, OK",".",".",".",".","0.07","0.063",".",".",".","25","9.9",".",".","."
"40031","Comanche County, OK",".",".",".",".","0.07","0.064",".",".",".","19","7.4",".",".","."
"40037","Creek County, OK",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"40043","Dewey County, OK",".",".",".",".","0.07","0.061",".",".",".","17","7.3",".",".","."
"40047","Garfield County, OK",".",".",".",".",".",".","32","5","0",".",".",".",".","."
"40069","Johnston County, OK",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"40071","Kay County, OK",".",".",".",".","0.06","0.056","23","8","0","21","9.4",".",".","."
"40097","Mayes County, OK",".",".",".",".","0.07","0.054",".",".",".",".",".",".",".","."
"40109","Oklahoma County, OK","2.6","1.4","39","11","0.08","0.069","2","0","0","22","9.9","120","22","."
"40113","Osage County, OK",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"40115","Ottawa County, OK",".",".",".",".","0.05","0.046",".",".",".",".",".",".",".","0.02"
"40121","Pittsburg County, OK",".",".",".",".","0.06","0.057",".",".",".","22","8.5",".",".","0.01"
"40135","Sequoyah County, OK",".",".","26","5","0.06","0.053",".",".",".","20","7.2",".",".","."
"40143","Tulsa County, OK","1.4","0.9",".","6","0.07","0.061","7","3","0","21","8.9","38","15","."
"40147","Washington County, OK",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"41005","Clackamas County, OR",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"41009","Columbia County, OR",".",".",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"41013","Crook County, OR",".",".",".",".",".",".",".",".",".","132","16.4",".",".","."
"41025","Harney County, OR",".",".",".",".",".",".",".",".",".","61","11.9",".",".","."
"41029","Jackson County, OR",".",".",".",".","0.08","0.06",".",".",".","63","15.5","46","18","."
"41033","Josephine County, OR",".",".",".",".",".",".",".",".",".","29","14.5",".",".","."
"41035","Klamath County, OR",".",".",".",".",".",".",".",".",".","88","20","488","37","."
"41039","Lane County, OR",".",".",".",".","0.07","0.055",".",".",".","517","23.2","579","27","."
"41047","Marion County, OR",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"41051","Multnomah County, OR","15.1","14.1","29","6","0.08","0.059","2","1","0","31","10.7","35","11","."
"41059","Umatilla County, OR",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"41061","Union County, OR",".",".",".",".",".",".",".",".",".",".",".","39","14","."
"41067","Washington County, OR","14.6","13.3","30","10","0.08","0.059",".",".",".","208","14.2",".",".","."
"42001","Adams County, PA","0.6","0.3","12","2","0.07","0.061","2","2","0",".",".",".",".","."
"42003","Allegheny County, PA","5.7","3.1","34","9","0.08","0.071","65","17","2","39","11.1","72","24","."
"42005","Armstrong County, PA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"42007","Beaver County, PA",".",".","36","8","0.08","0.067","10","3","0","21","8.8","56","16","."
"42011","Berks County, PA",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","0.03"
"42013","Blair County, PA",".",".",".",".","0.07","0.063","4","1","0","19","7.7",".",".","."
"42015","Bradford County, PA",".",".","16","2","0.06","0.054",".",".",".","16","6.6",".",".","."
"42017","Bucks County, PA",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"42021","Cambria County, PA","1.2","0.9","31","6","0.07","0.06","8","2","0","21","8.5","40","10","."
"42025","Carbon County, PA",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"42027","Centre County, PA",".",".","26","3","0.07","0.059","2","2","0","19","7.2",".",".","."
"42029","Chester County, PA",".",".",".",".","0.07","0.06",".",".",".","20","8.3",".",".","."
"42033","Clearfield County, PA",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"42043","Dauphin County, PA",".",".",".",".","0.07","0.062",".",".",".",".",".","40","12","."
"42045","Delaware County, PA",".",".",".","8","0.08","0.062",".",".",".","23","9.7",".",".","."
"42047","Elk County, PA",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"42049","Erie County, PA","1.3","0.5","31","4","0.07","0.061",".",".",".","16","6.5","37","12","."
"42051","Fayette County, PA",".",".","15","3","0.08","0.06",".",".",".","17","7.5",".",".","."
"42055","Franklin County, PA",".",".",".",".","0.06","0.05",".",".",".",".",".",".",".","."
"42059","Greene County, PA",".",".",".",".","0.08","0.059",".",".",".","14","6.5",".",".","."
"42063","Indiana County, PA",".",".",".",".","0.08","0.066","20","3","0",".",".",".",".","."
"42069","Lackawanna County, PA","1.1","0.8","43","9","0.07","0.057",".",".",".","19","6.9",".",".","."
"42071","Lancaster County, PA",".",".",".",".","0.08","0.062",".",".",".","29","9.9","59","16","0.04"
"42073","Lawrence County, PA",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"42077","Lehigh County, PA",".",".",".",".","0.07","0.063",".",".",".",".",".","34","12","."
"42079","Luzerne County, PA",".",".",".",".","0.06","0.054","3","2","0",".",".","37","13","."
"42081","Lycoming County, PA",".",".",".",".","0.07","0.058",".",".",".","19","7.3",".",".","."
"42085","Mercer County, PA",".",".",".",".","0.08","0.063",".",".",".","18","7.4",".",".","."
"42089","Monroe County, PA",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"42091","Montgomery County, PA",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"42095","Northampton County, PA",".",".","37","8","0.07","0.06","7","2","0",".",".",".",".","."
"42101","Philadelphia County, PA","2","1.8","50","13","0.09","0.07","5","2","1","19","7.1",".",".","."
"42111","Somerset County, PA",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"42115","Susquehanna County, PA",".",".",".",".",".",".",".",".",".","14","6.1",".",".","."
"42117","Tioga County, PA",".",".","9","1","0.06","0.057",".",".",".","14","6.1",".",".","."
"42123","Warren County, PA",".",".",".",".",".",".","47","13","1",".",".",".",".","."
"42125","Washington County, PA",".",".","30","6","0.07","0.062","8","2","0","20","7.9",".",".","."
"42129","Westmoreland County, PA",".",".",".",".","0.06","0.057",".",".",".",".",".",".",".","0"
"42131","Wyoming County, PA",".",".",".",".",".",".",".",".",".","17","6.6",".",".","."
"42133","York County, PA",".",".","39","7","0.07","0.056","6","2","0","26","9.3",".",".","."
"44003","Kent County, RI",".",".",".",".","0.08","0.065",".",".",".","10","4.6",".",".","."
"44007","Providence County, RI","2.1","1.8","45","15","0.09","0.064","1","1","0","20","8.3","30","11","."
"44009","Washington County, RI",".",".",".",".","0.09","0.067",".",".",".","11","4",".",".","."
"45003","Aiken County, SC",".",".",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"45007","Anderson County, SC",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"45015","Berkeley County, SC",".",".",".",".","0.07","0.051",".",".",".",".",".",".",".","."
"45019","Charleston County, SC",".",".","30","6","0.06","0.053","2","1","0","16","7.1",".",".","."
"45025","Chesterfield County, SC",".",".",".",".","0.06","0.056",".",".",".","14","6",".",".","."
"45031","Darlington County, SC",".",".",".",".","0.06","0.052",".",".",".",".",".",".",".","."
"45037","Edgefield County, SC",".",".",".",".","0.06","0.054",".",".",".","17","6.7",".",".","."
"45041","Florence County, SC",".",".",".",".",".",".",".",".",".","15","6.7",".",".","."
"45045","Greenville County, SC",".",".","33","6","0.07","0.059","1","1","0","20","7.4","48","12","."
"45051","Horry County, SC",".",".",".",".","0.06","0.052",".",".",".",".",".",".",".","."
"45063","Lexington County, SC",".",".",".",".",".",".",".",".",".","17","7.7","42","14","."
"45079","Richland County, SC","1","0.4",".","3","0.07","0.055","2","1","0","16","6.8",".",".","."
"45083","Spartanburg County, SC",".",".",".",".","0.08","0.064",".",".",".","17","7.9",".",".","."
"45091","York County, SC",".",".",".",".","0.07","0.054","2","1","0","15","6.6",".",".","."
"46011","Brookings County, SD",".",".",".",".","0.07","0.064",".",".",".","16","4.4","95","22","."
"46013","Brown County, SD",".",".",".",".",".",".",".",".",".","15","5.6","75","21","."
"46029","Codington County, SD",".",".",".",".","0.07","0.057",".",".",".","16","6.7","129","26","."
"46033","Custer County, SD",".",".",".",".","0.08","0.063",".",".",".","16","3.3","55","11","."
"46065","Hughes County, SD",".",".",".",".",".",".",".",".",".","13","4",".",".","."
"46071","Jackson County, SD",".",".","4","1","0.07","0.061","1","1","0","17","4.2","43","12","."
"46093","Meade County, SD",".",".",".",".","0.07","0.062",".",".",".",".",".","63","13","."
"46099","Minnehaha County, SD","0.9","0.6","31","4","0.07","0.064","4","2","0","17","6.8","71","18","."
"46103","Pennington County, SD",".",".","34","5",".",".",".",".",".","23","6.8","124","36","."
"46127","Union County, SD",".",".","22","2","0.07","0.063","2","1","1","17","6.1","88","19","."
"47001","Anderson County, TN",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"47009","Blount County, TN","0.2","0.2","5","1","0.07","0.058","1","1","0","15","6.6",".",".","."
"47025","Claiborne County, TN",".",".",".",".","0.06","0.054",".",".",".",".",".",".",".","."
"47037","Davidson County, TN","1.7","1.3","45","12","0.07","0.061","2","2","0","20","8.8",".",".","."
"47041","DeKalb County, TN",".",".",".",".","0.06","0.055",".",".",".",".",".",".",".","."
"47045","Dyer County, TN",".",".",".",".",".",".",".",".",".","15","6.2",".",".","."
"47065","Hamilton County, TN",".",".",".",".","0.07","0.058",".",".",".","20","8.5",".",".","."
"47089","Jefferson County, TN",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"47093","Knox County, TN",".",".",".",".","0.07","0.053",".",".",".","20","8.3","45","15","0.04"
"47099","Lawrence County, TN",".",".",".",".",".",".",".",".",".","14","5.3",".",".","."
"47105","Loudon County, TN",".",".",".",".","0.07","0.059",".",".",".","14","6.3",".",".","."
"47107","McMinn County, TN",".",".",".",".",".",".",".",".",".","16","6.8",".",".","."
"47113","Madison County, TN",".",".",".",".",".",".",".",".",".","16","6.3",".",".","."
"47119","Maury County, TN",".",".",".",".",".",".",".",".",".","14","5.7",".",".","."
"47125","Montgomery County, TN",".",".",".",".",".",".",".",".",".","15","6.8",".",".","."
"47141","Putnam County, TN",".",".",".",".",".",".",".",".",".","14","6.1",".",".","."
"47145","Roane County, TN",".",".",".",".",".",".",".",".",".","15","6.7",".",".","."
"47155","Sevier County, TN",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"47157","Shelby County, TN","1","0.7","33","10","0.08","0.062","2","1","1","20","10","47","13","."
"47163","Sullivan County, TN",".",".",".",".","0.07","0.056","73","19","2","13","5.8",".",".","0"
"47165","Sumner County, TN",".",".",".",".","0.07","0.063",".",".",".","16","7.5",".",".","."
"47187","Williamson County, TN",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"47189","Wilson County, TN",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"48027","Bell County, TX",".",".","23","3","0.08","0.064",".",".",".","21","7.8",".",".","."
"48029","Bexar County, TX","1.7","1","34","8","0.09","0.074","6","2","0","32","8.8","80","23","."
"48037","Bowie County, TX",".",".",".",".",".",".",".",".",".","21","9.4",".",".","."
"48039","Brazoria County, TX",".",".","35","5","0.1","0.07",".",".",".",".",".",".",".","."
"48043","Brewster County, TX",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"48061","Cameron County, TX",".",".",".",".","0.06","0.053",".",".",".","34","10.2",".",".","."
"48085","Collin County, TX",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","0.01"
"48113","Dallas County, TX","1.4","1.1","44","11","0.09","0.069",".",".",".","21","8.5","73","22","."
"48121","Denton County, TX",".",".","35","5","0.09","0.071",".",".",".","20","7.4",".",".","."
"48135","Ector County, TX",".",".",".",".",".",".",".",".",".","20","7.2",".",".","."
"48139","Ellis County, TX",".",".","23","3","0.08","0.061","6","1","0","19","8.2",".",".","."
"48141","El Paso County, TX","3","1.7","59","13","0.1","0.079","7","2","0","23","9.1","186","80","."
"48161","Freestone County, TX",".",".",".",".",".",".","5","1","0",".",".",".",".","."
"48167","Galveston County, TX",".",".","22","3","0.09","0.068",".",".",".","28","8.3","87","21","."
"48183","Gregg County, TX",".",".","16","3","0.07","0.055","50","8","0",".",".",".",".","."
"48201","Harris County, TX","2.3","1.8","55","16","0.1","0.073","14","3","0","34","11.6","101","31","."
"48203","Harrison County, TX",".",".","14","2","0.07","0.055","33","8","2","23","8.3",".",".","."
"48215","Hidalgo County, TX",".",".",".",".","0.06","0.055",".",".",".","33","10.8","82","25","."
"48221","Hood County, TX",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"48227","Howard County, TX",".",".",".",".",".",".","101","42","5",".",".",".",".","."
"48231","Hunt County, TX",".",".","23","3","0.08","0.061",".",".",".",".",".",".",".","."
"48233","Hutchinson County, TX",".",".",".",".",".",".","173","51","6",".",".",".",".","."
"48245","Jefferson County, TX",".",".","29","5","0.09","0.065","47","14","1","24","8.5",".",".","."
"48251","Johnson County, TX",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"48255","Karnes County, TX",".",".","25","3",".",".",".",".",".",".",".",".",".","."
"48257","Kaufman County, TX",".",".","23","3","0.08","0.066","8","2","0",".",".",".",".","0.04"
"48273","Kleberg County, TX",".",".",".",".",".",".",".",".",".","33","10.6",".",".","."
"48303","Lubbock County, TX",".",".",".",".",".",".",".",".",".","15","5.4",".",".","."
"48309","McLennan County, TX","0.6","0.4",".",".","0.07","0.063","6","2","1",".",".",".",".","."
"48323","Maverick County, TX",".",".",".",".",".",".",".",".",".","24","7.9",".",".","."
"48339","Montgomery County, TX",".",".","20","2","0.09","0.075",".",".",".",".",".",".",".","."
"48349","Navarro County, TX",".",".",".","2","0.07","0.062","123","21","2",".",".",".",".","."
"48355","Nueces County, TX",".",".",".",".","0.07","0.064","3","2","1","27","9.3","84","21","."
"48361","Orange County, TX",".",".","26","4","0.08","0.062",".",".",".","22","8.7",".",".","."
"48367","Parker County, TX",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"48373","Polk County, TX",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"48375","Potter County, TX",".",".",".",".",".",".","94","17","2","15","5.5",".",".","."
"48381","Randall County, TX",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"48397","Rockwall County, TX",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"48401","Rusk County, TX",".",".",".",".",".",".","84","23","2",".",".",".",".","."
"48423","Smith County, TX",".",".","12","2","0.07","0.06",".",".",".",".",".",".",".","."
"48439","Tarrant County, TX","1.5","1","45","12","0.1","0.077",".",".",".","23","9.8",".",".","."
"48449","Titus County, TX",".",".",".",".",".",".","13","4","0",".",".",".",".","."
"48453","Travis County, TX","2.2","1.6","43","12","0.07","0.063",".",".",".","23","9.6","91","24","."
"48469","Victoria County, TX",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"48479","Webb County, TX","3.3","1.9",".",".","0.07","0.06",".",".",".","28","10.3","72","25","."
"48493","Wilson County, TX",".",".","31","4",".",".",".",".",".",".",".",".",".","."
"49003","Box Elder County, UT",".",".","11","1","0.09","0.066",".",".",".",".",".",".",".","."
"49005","Cache County, UT",".",".","31","5","0.09","0.068",".",".",".","65","8.7","260","26","."
"49007","Carbon County, UT",".",".","18","2","0.07","0.067",".",".",".",".",".",".",".","."
"49011","Davis County, UT",".",".","44","11","0.1","0.08",".",".",".","34","9.2","52","22","."
"49013","Duchesne County, UT",".",".","27","5","0.08","0.064",".",".",".","23","7.5",".",".","."
"49017","Garfield County, UT",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"49021","Iron County, UT",".",".","40","6","0.07","0.061",".",".",".","17","5.4",".",".","."
"49035","Salt Lake County, UT","1.9","1.3","51","17","0.1","0.08","5","2","0","38","10.5","112","27","."
"49037","San Juan County, UT",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"49045","Tooele County, UT",".",".","21","4","0.09","0.07",".",".",".","28","7.1",".",".","."
"49047","Uintah County, UT",".",".","34","4","0.08","0.066",".",".",".","22","6.6",".",".","."
"49049","Utah County, UT","1.1","0.8","43","10","0.09","0.07",".",".",".","32","9.1","90","23","."
"49053","Washington County, UT",".",".","30","3","0.08","0.067",".",".",".","17","5.8",".",".","."
"49057","Weber County, UT","1.3","0.6","47","11","0.09","0.074",".",".",".","26","6.9","77","19","."
"50003","Bennington County, VT",".",".",".",".","0.06","0.053",".",".",".","18","5.6",".",".","."
"50007","Chittenden County, VT","0.9","0.6","29","5","0.06","0.056","1","1","0","18","6.8","16","6","."
"50021","Rutland County, VT","2.9","0.8","32","6","0.06","0.053","2","1","0","22","7.6",".",".","."
"51003","Albemarle County, VA",".",".",".",".","0.06","0.055",".",".",".","13","6.9",".",".","."
"51013","Arlington County, VA","1.3","1","38","7","0.07","0.062",".",".",".","18","6.6",".",".","."
"51033","Caroline County, VA",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"51035","Carroll County, VA",".",".",".",".",".",".",".",".",".",".",".","15","8","."
"51036","Charles County, VA",".",".","26","3","0.08","0.054","3","1","0","12","5.6",".",".","."
"51041","Chesterfield County, VA",".",".",".",".","0.06","0.054",".",".",".","11","5.5",".",".","."
"51059","Fairfax County, VA","1.2","0.9","43","14","0.07","0.057","2","1","0","16","7.9","16","8","."
"51061","Fauquier County, VA",".",".",".",".","0.06","0.049",".",".",".",".",".",".",".","."
"51069","Frederick County, VA",".",".",".",".","0.06","0.052",".",".",".","16","6.5",".",".","."
"51071","Giles County, VA",".",".",".",".",".",".","144","35","5",".",".",".",".","."
"51085","Hanover County, VA",".",".",".",".","0.07","0.053",".",".",".",".",".",".",".","."
"51087","Henrico County, VA","1","0.8","29","5","0.07","0.055","2","1","0","15","7.2","24","10","."
"51107","Loudoun County, VA",".",".","31","5","0.07","0.06",".",".",".",".",".",".",".","."
"51113","Madison County, VA",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"51121","Montgomery County, VA",".",".",".",".",".",".",".",".",".",".",".",".",".","0"
"51147","Prince Edward County, VA",".",".",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"51153","Prince William County, VA",".",".","21","3","0.07","0.057",".",".",".",".",".",".",".","."
"51161","Roanoke County, VA","0.8","0.5","31","5","0.06","0.054","3","2","0","15","7.2",".",".","."
"51163","Rockbridge County, VA",".",".",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"51165","Rockingham County, VA",".",".","34","8","0.06","0.053","2","1","0","14","6.1",".",".","."
"51179","Stafford County, VA",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"51197","Wythe County, VA",".",".",".",".","0.06","0.054",".",".",".",".",".",".",".","."
"51520","Bristol City, VA",".",".",".",".",".",".",".",".",".","14","6",".",".","."
"51650","Hampton City, VA","0.9","0.7","21","3","0.07","0.053","4","2","1","13","6",".",".","."
"51670","Hopewell City, VA",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"51680","Lynchburg City, VA",".",".",".",".",".",".",".",".",".","12","5.4",".",".","."
"51710","Norfolk City, VA","1.5","1","35","7",".",".","2","1","0",".",".","21","11","."
"51760","Richmond City, VA","1.4","1.2","41","12",".",".",".",".",".","16","6.8",".",".","."
"51775","Salem City, VA",".",".",".",".",".",".",".",".",".","14","5.9",".",".","."
"51800","Suffolk City, VA",".",".",".",".","0.07","0.054",".",".",".",".",".",".",".","."
"51840","Winchester City, VA",".",".",".",".",".",".",".",".",".",".",".","18","8","."
"53005","Benton County, WA",".",".",".",".","0.07","0.061",".",".",".",".",".","566","32","."
"53007","Chelan County, WA",".",".",".",".",".",".","2","1","0",".",".",".",".","."
"53009","Clallam County, WA","1.8","1.5",".",".","0.05","0.049","1","0","0",".",".",".",".","."
"53011","Clark County, WA",".",".",".",".",".",".",".",".",".","147","13.9",".",".","."
"53033","King County, WA","1.7","1.7","57","16","0.09","0.06","4","2","1","61","10.1",".",".","."
"53035","Kitsap County, WA",".",".",".",".",".",".",".",".",".","41","7.6",".",".","."
"53047","Okanogan County, WA",".",".",".",".",".",".",".",".",".","83","15",".",".","."
"53053","Pierce County, WA",".",".","40","12","0.07","0.06",".",".",".","41","9.4",".",".","."
"53061","Snohomish County, WA",".",".",".",".",".",".",".",".",".","51","10.6",".",".","."
"53063","Spokane County, WA",".",".",".",".","0.06","0.055",".",".",".","31","10.3","343","24","."
"53065","Stevens County, WA",".",".",".",".",".",".",".",".",".",".",".","358","26","."
"53067","Thurston County, WA",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"53071","Walla Walla County, WA",".",".",".",".",".",".",".",".",".",".",".","623","33","."
"53073","Whatcom County, WA",".",".",".",".","0.07","0.05","62","19","2","42","5.6",".",".","."
"54003","Berkeley County, WV",".",".",".",".","0.07","0.055",".",".",".","23","7.5",".",".","."
"54009","Brooke County, WV",".",".",".",".",".",".","41","11","3","18","8.1","37","15","."
"54011","Cabell County, WV",".",".",".",".","0.07","0.058",".",".",".","15","7.2",".",".","."
"54021","Gilmer County, WV",".",".",".",".","0.06","0.05",".",".",".",".",".",".",".","."
"54025","Greenbrier County, WV",".",".",".",".","0.06","0.052",".",".",".",".",".",".",".","."
"54029","Hancock County, WV",".",".",".",".","0.08","0.066","21","7","2","17","7.1",".",".","."
"54033","Harrison County, WV",".",".",".",".",".",".",".",".",".","13","6.6",".",".","."
"54039","Kanawha County, WV","1","0.6",".",".","0.07","0.057","4","2","1","14","7",".",".","."
"54051","Marshall County, WV",".",".",".",".",".",".","9","5","3","16","7.6",".",".","."
"54053","Mason County, WV",".",".",".",".",".",".","55","9","1",".",".",".",".","."
"54061","Monongalia County, WV",".",".",".",".","0.07","0.062","10","2","1","16","6.2",".",".","."
"54069","Ohio County, WV",".",".",".",".","0.07","0.063",".",".",".","15","6.7",".",".","."
"54093","Tucker County, WV",".",".",".",".","0.06","0.054",".",".",".",".",".",".",".","."
"54107","Wood County, WV",".",".",".",".","0.07","0.058","19","5","2","15","7",".",".","."
"55003","Ashland County, WI",".",".",".",".","0.06","0.054",".",".",".","13","5.2",".",".","."
"55009","Brown County, WI",".",".",".",".","0.07","0.064","6","2","0","18","7.3",".",".","."
